word,aqua #00ffff,black #000000,blue #0000ff,brown #A52A2A,fuchsia #ff00ff,gold #ffd700,gray #808080,green #008000,lime #00ff00,maroon #800000,navy #000080,olive #808000,orange #ffa500,purple #800080,red #ff0000,silver #c0c0c0,teal #008080,white #ffffff,yellow #ffff00,Total Votes
contemporary,5.7048820625343,8.3379045529347,5.8511610897788,2.3404644359115,5.5403181568843,3.2547083561894,8.283049917718,2.3038946791004,5.0831961967453,2.3587493143171,2.9987200585116,2.6330224904004,4.8272078990675,4.6443591150119,4.1506673980618,9.2887182300238,6.87511428049,12.305723166941,3.2181385993783,5469
cookie,1.1221122112211,2.2112211221122,2.2772277227723,15.016501650165,3.3663366336634,10.46204620462,1.6171617161716,1.4521452145215,1.3201320132013,10.792079207921,1.1551155115512,7.4917491749175,28.943894389439,1.8811881188119,3.0693069306931,1.0561056105611,1.1221122112211,2.0792079207921,3.5643564356436,3030
corporate,1.3548723293382,11.064790689595,10.404724682995,1.6501650165016,1.268021538996,1.3375021712698,20.514156678826,3.4219211394824,1.5285739100226,2.7618551328817,20.46204620462,1.8412367552545,2.0496786520757,1.6501650165016,3.1266284523189,6.774361646691,4.0472468299462,3.3177001910717,1.424352961612,5757
cottage,2.2389396381874,1.6657710908114,1.7374171592334,11.481282464625,1.6657710908114,6.3048540211356,2.9195772881963,11.911158875157,2.0598244671324,8.3467669711625,1.0388679921189,17.105498835751,8.8662009672219,1.3254522658069,1.7374171592334,3.1345154934623,3.9047107289987,9.5826616514419,2.9733118395128,5583
crass,2.2435897435897,8.2478632478632,2.4786324786325,4.8717948717949,7.8846153846154,2.2008547008547,7.4358974358974,5.0,7.2649572649573,5.7478632478632,1.5384615384615,15.042735042735,4.5940170940171,3.3974358974359,9.7222222222222,3.3333333333333,2.5854700854701,2.2222222222222,4.1880341880342,4680
creative,7.7139837971117,3.1701303275801,6.2345896442409,1.6379006692497,13.050369848538,4.8784783374428,1.4441704825643,3.8217682282494,10.514265586474,1.0743219443466,1.9549137020077,1.109545614653,8.6474110602325,8.8587530820712,7.2208524128214,1.0038746037337,3.7865445579429,2.923564635435,10.954561465305,5678
cute,9.3774781919112,1.6058683584457,2.319587628866,1.1300555114988,52.91435368755,3.2513877874703,1.1697065820777,1.1498810467883,2.8945281522601,0.7137192704203,1.6058683584457,0.45598731165741,3.1720856463125,4.0245836637589,2.5178429817605,0.81284694686757,1.665344964314,1.6256938937351,7.5931800158604,5044
dance,5.593884020138,2.5545403691963,4.1767667350364,1.920566846914,27.484616818945,3.3749766921499,1.5476412455715,1.5849338057058,5.7617005407421,1.9765056871154,1.9019205668469,0.52209584187955,4.9599104978557,11.597986201753,11.280999440612,0.82043632295357,2.1070296475853,1.5662875256386,9.2672011933619,5363
dangerous,0.39259674705552,9.5064498037016,0.84127874369041,2.9164329781268,1.402131239484,1.0656197420079,1.6545148625911,1.2619181155356,1.2899607403253,7.2910824453169,1.2619181155356,1.0375771172182,1.9068984856983,1.5423443634324,60.824453168817,0.47672462142457,0.64498037016265,0.58889512058329,4.0942232192933,3566
decadent,1.6393442622951,9.4607939956548,2.0738692474817,5.293304365001,8.7892553821845,3.5157021528738,7.1499111198894,2.2318783330041,1.9158601619593,9.737309895319,2.9626703535453,6.1623543353743,4.0884850878926,19.356112976496,7.0314043057476,2.4886430969781,2.3701362828363,1.8566067548884,1.8763578905787,5063
decisive,2.2286125089863,17.361610352265,8.7347232207045,2.6599568655643,2.0488856937455,1.509705248023,3.3069734004313,4.8885693745507,3.5945363048167,5.9669302659957,11.790079079799,1.078360891445,3.235082674335,2.9115744069015,17.505391804457,1.4737598849748,3.0553558590942,3.9539899352983,2.6959022286125,2782
deep,1.06135986733,18.242122719735,5.240464344942,1.028192371476,1.3598673300166,0.53067993366501,2.3880597014925,1.8573797678275,0.76285240464345,5.8706467661692,46.069651741294,0.72968490878939,1.1940298507463,5.240464344942,1.6915422885572,0.86235489220564,3.8474295190713,1.3598673300166,0.66334991708126,3015
devil,0.71196094385679,16.761594792514,0.95606183889341,4.2310821806347,1.5663140764849,0.54922701383238,1.6476810414972,0.99674532139951,0.81366965012205,18.449959316517,0.99674532139951,0.67127746135069,0.69161920260374,1.6680227827502,46.379170056957,0.69161920260374,0.7526444263629,0.8340113913751,0.63059397884459,4916
discount,2.8229823978745,2.3912321487878,4.3507140484889,2.2915974759216,2.9226170707406,4.2178678180007,2.6901361673863,6.343407505812,9.5317170375291,2.4576552640319,2.3248090335437,1.5277316506144,5.2474261042843,1.4945200929924,30.820325473265,1.8598472268349,1.7934241115908,1.8598472268349,13.052142145467,3011
disgust,1.0217800484001,8.4969077709062,1.0486689970422,5.2433449852111,2.984673299274,2.0166711481581,4.0602312449583,5.4315676257058,4.0871201936004,5.969346598548,1.1024468943264,42.027426727615,3.5762301694004,2.8502285560635,4.3291207313794,0.94111320247378,2.3931164291476,0.80666845926324,1.6133369185265,3719
dismal,0.94472361809045,15.718592964824,1.7688442211055,2.2713567839196,1.5477386934673,1.105527638191,38.231155778894,1.608040201005,1.2261306532663,2.7738693467337,3.6180904522613,11.557788944724,1.4472361809045,2.5326633165829,1.608040201005,5.9095477386935,4.1407035175879,1.1457286432161,0.84422110552764,4975
dog,1.4059753954306,8.8224956063269,2.7768014059754,17.152899824253,1.195079086116,4.0421792618629,4.920913884007,2.2847100175747,1.3005272407733,15.043936731107,2.390158172232,12.19683655536,12.794376098418,1.1599297012302,3.0228471001757,2.2144112478032,1.3356766256591,3.0579964850615,2.8822495606327,2845
drunk,2.4730869944719,9.5723014256619,2.9967995344777,4.7716031422752,5.4989816700611,4.1315100378237,5.9645039278441,4.3642711667152,4.3642711667152,5.9935990689555,3.6077974978179,17.544370090195,7.0410241489671,5.760837940064,6.1681699156241,2.0657550189118,2.9677043933663,1.4838521966832,3.2295606633692,3437
dublin,1.3820335636723,2.2211253701876,2.1717670286278,2.0236920039487,1.431391905232,1.258637709773,4.8864758144126,52.912142152024,10.414610069102,1.5794669299112,2.3938795656466,3.7265547877591,2.9861796643633,1.2339585389931,2.0730503455084,2.1964461994077,3.0602171767029,0.91312931885489,1.1352418558736,4052
duty,0.89568949430864,8.6023511849226,7.4640791192387,3.4894569882441,1.3808546370592,1.8473595820116,13.808546370592,7.4267587236425,1.3995148348572,5.8966225041985,18.175032655346,8.5650307893264,2.7617092741183,2.6684082851278,5.2994961746595,3.0789326366859,3.470796790446,2.127262548983,1.6420974062325,5359
dynamic,4.8825941110697,3.5594483786806,8.9638464405516,1.6026835631755,7.2679836004473,3.1308237048081,1.7704062616474,2.7021990309355,8.9824822959374,2.4040253447633,2.9071934401789,0.74543421543049,6.038017144987,3.8762579202385,26.015654118524,1.3231457323891,1.8635855385762,1.3604174431606,10.603801714499,5366
earthy,0.92238078663418,2.4190741385312,2.506091193874,11.55586494953,1.8447615732684,1.1660285415942,2.1580229725026,21.232161503655,2.4712843717369,8.6320918900104,1.4618865297598,32.109293421511,3.9157674904281,1.374869474417,2.4712843717369,0.71353985381135,1.3226592412113,0.66132962060564,1.0616080751827,5746
easy,13.607085346216,1.9726247987118,6.3003220611916,0.94605475040258,4.7302737520129,5.1127214170692,1.5096618357488,6.0789049919485,17.12962962963,0.92592592592593,1.8317230273752,0.62399355877617,3.6634460547504,1.5700483091787,2.5563607085346,3.8446054750403,2.9186795491143,12.661030595813,12.01690821256,4968
eclectic,6.3753310631858,3.7835792659856,5.3726825576996,2.9133560348089,13.431706394249,3.5565645100265,3.1214528944381,3.3863034430571,8.5508891411275,1.853953840333,2.6106696935301,3.7835792659856,7.5293227393114,11.010215664018,4.199772985244,2.1755580779417,4.7105561861521,2.894438138479,8.7400681044268,5286
efficient,4.044357469015,6.0339204174821,11.74168297456,1.5981735159817,1.8590998043053,2.7397260273973,6.8166992824527,9.9804305283757,8.4801043705153,1.9895629484671,8.5779517286367,1.46771037182,4.044357469015,2.0221787345075,4.337899543379,5.7077625570776,4.5988258317025,8.675799086758,5.2837573385519,3066
elegant,2.2156828803877,23.299290289077,2.5791933529514,3.1677341180544,3.3235243205816,2.1810628353817,5.7469274710057,1.748312272806,0.90012117015752,5.6257573134845,6.9066989787087,1.0559113726848,1.8348623853211,14.298078587502,2.4926432404362,5.4353470659512,5.7815475160118,10.178293231781,1.2290115977151,5777
elite,2.9132231404959,14.793388429752,7.6239669421488,2.1074380165289,2.7272727272727,4.7107438016529,4.3595041322314,3.1198347107438,2.1900826446281,4.3801652892562,11.301652892562,1.404958677686,3.202479338843,11.694214876033,4.4834710743802,3.7190082644628,3.4917355371901,8.0578512396694,3.7190082644628,4840
enduring,2.8053517479499,10.271903323263,5.6538627535606,5.2654294346137,1.5105740181269,3.1506258092361,7.639188605956,8.6750107898144,2.6758739749676,7.4665515753129,10.487699611567,4.4885627967199,4.2727665084161,4.4885627967199,5.3517479499353,3.539059128183,6.3875701337937,3.8843331894691,1.9853258523953,2317
energetic,3.4434045558891,1.4479957619636,5.3328624404026,0.72399788098181,6.4453469892283,4.3439872858909,0.91824121490376,1.8717993996115,14.1621048914,1.0241921243157,1.1831184884337,0.30019424333392,6.5689563835423,1.3420448525517,21.896521278474,0.49443757725587,0.67102242627583,0.61804697156984,27.211725233975,5663
entrepreneur,3.7398050527153,6.5645514223195,10.383926795305,2.3075392878456,3.322060871295,2.9441018500099,6.9822956037398,10.2645713149,6.5844440023871,3.7398050527153,9.9263974537498,1.85000994629,4.7145414760294,4.2570121344738,9.150586831112,2.6854983091307,4.3365824547444,1.8102247861548,4.4360453550826,5027
environmental,1.6410256410256,1.5897435897436,2.2051282051282,0.63247863247863,1.0598290598291,0.88888888888889,2.017094017094,60.376068376068,13.692307692308,0.76923076923077,0.95726495726496,5.4188034188034,1.2136752136752,0.95726495726496,1.4700854700855,1.025641025641,2.0683760683761,1.008547008547,1.008547008547,5850
erotic,1.2462612163509,5.5333998005982,1.3958125623131,4.7108673978066,14.506480558325,3.938185443669,1.1216350947159,0.9222333000997,1.5453639082752,12.412761714855,1.370887337986,0.72283150548355,1.4207377866401,8.7238285144566,37.013958125623,0.59820538384845,0.94715852442672,0.79760717846461,1.0717846460618,4012
excited,3.5118836466832,1.6849946789642,2.660517914154,0.88683930471799,13.036537779354,3.2103582830791,1.1528910961334,1.2770485987939,9.0457609081234,2.3057821922668,0.88683930471799,0.30152536360411,4.292302234835,1.9687832564739,29.726853494147,0.54984036892515,0.99326002128414,1.135154310039,21.372827243703,5638
expensive,1.9557274876424,13.819041478616,2.8583709434773,2.1276595744681,3.2667096496884,7.5005372877713,3.3526756931012,8.875993982377,2.7938964109177,5.7167418869547,5.2009456264775,2.2351171287342,5.3943692241565,10.272942187836,10.466365785515,2.2136256178809,1.9557274876424,4.5347087900279,5.4588437567161,4653
experience,3.0824140168722,5.9701492537313,7.5924724205062,3.8611291369241,2.0441271901363,3.2770927968851,7.7547047371836,8.3387410772226,4.7371836469825,6.0350421804023,14.568462037638,2.9201817001947,4.510058403634,5.3536664503569,4.315379623621,3.3095392602206,5.5807916937054,2.9201817001947,3.8286826735886,3082
fall,0.87441860465116,4.5209302325581,1.506976744186,15.981395348837,1.0232558139535,2.9023255813953,2.846511627907,2.8093023255814,0.78139534883721,12.558139534884,1.1720930232558,10.883720930233,31.479069767442,1.3581395348837,4.1674418604651,1.5441860465116,1.4511627906977,1.0976744186047,1.0418604651163,5375
familiar,3.1641168289291,2.8164116828929,9.4923504867872,4.6592489568846,3.6161335187761,6.432545201669,3.1641168289291,11.230876216968,3.3031988873435,3.7899860917942,6.7107093184979,2.3991655076495,9.9791376912378,4.5897079276773,4.798331015299,3.1988873435327,6.7107093184979,4.7287899860918,5.2155771905424,2876
fast,5.2838342172461,2.9856609703398,7.1105873109409,0.98212531919073,2.2981732469063,2.1606757022196,1.6892555490081,1.9249656256138,8.151640149283,1.7678255745433,2.1606757022196,0.33392260852485,3.0053034767236,1.2767629149479,39.02966018464,1.5714005107052,1.1589078766451,4.6749165193479,12.433706540955,5091
fear,1.2406947890819,29.032258064516,1.985111662531,3.1017369727047,1.5508684863524,1.4267990074442,4.9007444168734,1.6129032258065,1.302729528536,5.9553349875931,3.5980148883375,3.4119106699752,2.2952853598015,4.7146401985112,24.131513647643,1.6129032258065,1.6749379652605,2.4813895781638,3.970223325062,1612
female,2.9940119760479,1.5200368493782,1.7503454629203,2.7637033625058,51.566098572087,1.819438046983,0.96729617687702,1.9806540764625,1.6812528788577,2.1879318286504,1.5200368493782,0.48364808843851,1.5430677107324,11.377245508982,9.120221096269,0.69092584062644,1.6351911561492,2.1879318286504,2.2109626900046,4342
football,1.3479623824451,4.7962382445141,5.987460815047,9.4984326018809,0.87774294670846,1.4420062695925,2.1316614420063,25.172413793103,6.3636363636364,10.532915360502,3.8557993730408,4.7648902821317,4.4827586206897,1.0658307210031,8.1818181818182,1.1598746081505,1.7554858934169,4.4200626959248,2.1630094043887,3190
freedom,12.874251497006,1.8562874251497,16.666666666667,1.5169660678643,2.5349301397206,2.1357285429142,1.2574850299401,5.6087824351297,8.7824351297405,0.99800399201597,4.4311377245509,0.49900199600798,1.5768463073852,1.5968063872255,5.8882235528942,0.99800399201597,1.9560878243513,21.736526946108,7.0858283433134,5010
